chorus_path,title,artist,rank,year,popularity,file_path
choruss\Ballin'_chorus.wav,Ballin',Mustard & Roddy Ricch,25,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Ballin'.mp3
choruss\Hot Girl Bummer_chorus.wav,Hot Girl Bummer,blackbear,26,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Hot Girl Bummer.mp3
choruss\Blueberry Faygo_chorus.wav,Blueberry Faygo,Lil Mosey,27,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Blueberry Faygo.mp3
choruss\Heartless_chorus.wav,Heartless,The Weeknd,28,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Heartless.mp3
choruss\BOP_chorus.wav,BOP,DaBaby,29,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\BOP.mp3
choruss\Lose You To Love Me_chorus.wav,Lose You To Love Me,Selena Gomez,30,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Lose You To Love Me.mp3
choruss\Good As Hell_chorus.wav,Good As Hell,Lizzo,31,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Good As Hell.mp3
choruss\Toosie Slide_chorus.wav,Toosie Slide,Drake,32,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Toosie Slide.mp3
choruss\Break My Heart_chorus.wav,Break My Heart,Dua Lipa,33,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Break My Heart.mp3
choruss\Chasin' You_chorus.wav,Chasin' You,Morgan Wallen,34,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Chasin' You.mp3
choruss\Savage Love (Laxed - Siren Beat)_chorus.wav,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,35,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Savage Love (Laxed - Siren Beat).mp3
choruss\No Guidance_chorus.wav,No Guidance,Chris Brown Featuring Drake,36,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\No Guidance.mp3
choruss\My Oh My_chorus.wav,My Oh My,Camila Cabello Featuring DaBaby,37,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\My Oh My.mp3
choruss\Dynamite_chorus.wav,Dynamite,BTS,38,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Dynamite.mp3
choruss\Go Crazy_chorus.wav,Go Crazy,Chris Brown & Young Thug,39,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Go Crazy.mp3
choruss\High Fashion_chorus.wav,High Fashion,Roddy Ricch Featuring Mustard,40,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\High Fashion.mp3
choruss\Laugh Now Cry Later_chorus.wav,Laugh Now Cry Later,Drake Featuring Lil Durk,41,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Laugh Now Cry Later.mp3
choruss\Woah_chorus.wav,Woah,Lil Baby,42,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Woah.mp3
choruss\Death Bed_chorus.wav,Death Bed,Powfu Featuring beabadoobee,43,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Death Bed.mp3
choruss\Senorita_chorus.wav,Senorita,Shawn Mendes & Camila Cabello,44,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Senorita.mp3
choruss\HIGHEST IN THE ROOM_chorus.wav,HIGHEST IN THE ROOM,Travis Scott,45,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\HIGHEST IN THE ROOM.mp3
choruss\Bad Guy_chorus.wav,Bad Guy,Billie Eilish,46,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Bad Guy.mp3
choruss\Mood_chorus.wav,Mood,24kGoldn Featuring iann dior,47,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Mood.mp3
choruss\Rain On Me_chorus.wav,Rain On Me,Lady Gaga & Ariana Grande,48,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Rain On Me.mp3
choruss\For The Night_chorus.wav,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,49,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\For The Night.mp3
choruss\RITMO (Bad Boys For Life)_chorus.wav,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,50,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\RITMO (Bad Boys For Life).mp3
choruss\Heart On Ice_chorus.wav,Heart On Ice,Rod Wave,51,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Heart On Ice.mp3
choruss\Nobody But You_chorus.wav,Nobody But You,Blake Shelton Duet With Gwen Stefani,52,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Nobody But You.mp3
choruss\Trampoline_chorus.wav,Trampoline,SHAED,53,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Trampoline.mp3
choruss\Come & Go_chorus.wav,Come & Go,Juice WRLD x Marshmello,54,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Come & Go.mp3
choruss\Truth Hurts_chorus.wav,Truth Hurts,Lizzo,55,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Truth Hurts.mp3
choruss\If The World Was Ending_chorus.wav,If The World Was Ending,JP Saxe Featuring Julia Michaels,56,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\If The World Was Ending.mp3
choruss\We Paid_chorus.wav,We Paid,Lil Baby & 42 Dugg,57,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\We Paid.mp3
choruss\Yummy_chorus.wav,Yummy,Justin Bieber,58,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Yummy.mp3
choruss\One Man Band_chorus.wav,One Man Band,Old Dominion,59,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\One Man Band.mp3
choruss\Got What I Got_chorus.wav,Got What I Got,Jason Aldean,60,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Got What I Got.mp3
choruss\Sunday Best_chorus.wav,Sunday Best,Surfaces,61,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Sunday Best.mp3
choruss\Godzilla_chorus.wav,Godzilla,Eminem Featuring Juice WRLD,62,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Godzilla.mp3
choruss\Bandit_chorus.wav,Bandit,Juice WRLD & YoungBoy Never Broke Again,63,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Bandit.mp3
choruss\Party Girl_chorus.wav,Party Girl,StaySolidRocky,64,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Party Girl.mp3
choruss\Die From A Broken Heart_chorus.wav,Die From A Broken Heart,Maddie & Tae,65,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Die From A Broken Heart.mp3
choruss\Popstar_chorus.wav,Popstar,DJ Khaled Featuring Drake,66,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Popstar.mp3
choruss\All I Want For Christmas Is You_chorus.wav,All I Want For Christmas Is You,Mariah Carey,67,2020,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\All I Want For Christmas Is You.mp3
choruss\One Of Them Girls_chorus.wav,One Of Them Girls,Lee Brice,68,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\One Of Them Girls.mp3
choruss\Hard To Forget_chorus.wav,Hard To Forget,Sam Hunt,69,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Hard To Forget.mp3
,One Margarita,Luke Bryan,70,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\One Margarita.mp3
choruss\Panini_chorus.wav,Panini,Lil Nas X,71,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Panini.mp3
choruss\Hot_chorus.wav,Hot,Young Thug Featuring Gunna,72,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Hot.mp3
choruss\I Hope You're Happy Now_chorus.wav,I Hope You're Happy Now,Carly Pearce & Lee Brice,73,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\I Hope You're Happy Now.mp3
choruss\Emotionally Scarred_chorus.wav,Emotionally Scarred,Lil Baby,74,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Emotionally Scarred.mp3
choruss\Suicidal_chorus.wav,Suicidal,YNW Melly & Juice WRLD,75,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Suicidal.mp3
choruss\The Bigger Picture_chorus.wav,The Bigger Picture,Lil Baby,76,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\The Bigger Picture.mp3
choruss\Only Human_chorus.wav,Only Human,Jonas Brothers,77,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Only Human.mp3
choruss\The Woo_chorus.wav,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,78,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\The Woo.mp3
choruss\Sum 2 Prove_chorus.wav,Sum 2 Prove,Lil Baby,79,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Sum 2 Prove.mp3
choruss\Stuck With U_chorus.wav,Stuck With U,Ariana Grande & Justin Bieber,80,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Stuck With U.mp3
choruss\Mood Swings_chorus.wav,Mood Swings,Pop Smoke Featuring Lil Tjay,81,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Mood Swings.mp3
choruss\You Should Be Sad_chorus.wav,You Should Be Sad,Halsey,82,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\You Should Be Sad.mp3
choruss\Dior_chorus.wav,Dior,Pop Smoke,83,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Dior.mp3
choruss\Supalonely_chorus.wav,Supalonely,BENEE Featuring Gus Dapperton,84,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Supalonely.mp3
choruss\Even Though I'm Leaving_chorus.wav,Even Though I'm Leaving,Luke Combs,85,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Even Though I'm Leaving.mp3
choruss\The Scotts_chorus.wav,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",86,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\The Scotts.mp3
choruss\Juicy_chorus.wav,Juicy,Doja Cat & Tyga,87,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Juicy.mp3
choruss\Be Like That_chorus.wav,Be Like That,Kane Brown With Swae Lee & Khalid,88,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Be Like That.mp3
choruss\Homesick_chorus.wav,Homesick,Kane Brown,89,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Homesick.mp3
choruss\Rags2Riches_chorus.wav,Rags2Riches,Rod Wave Featuring ATR Son Son,90,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Rags2Riches.mp3
,Bluebird,Miranda Lambert,91,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Bluebird.mp3
choruss\Wishing Well_chorus.wav,Wishing Well,Juice WRLD,92,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Wishing Well.mp3
choruss\Does To Me_chorus.wav,Does To Me,Luke Combs Featuring Eric Church,93,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Does To Me.mp3
,P*$$y Fairy (OTW),Jhene Aiko,94,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\P*$$y Fairy (OTW).mp3
choruss\ily_chorus.wav,ily,Surf Mesa Featuring Emilee,95,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\ily.mp3
choruss\More Than My Hometown_chorus.wav,More Than My Hometown,Morgan Wallen,96,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\More Than My Hometown.mp3
choruss\Lovin' On You_chorus.wav,Lovin' On You,Luke Combs,97,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Lovin' On You.mp3
choruss\Said Sum_chorus.wav,Said Sum,Moneybagg Yo,98,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Said Sum.mp3
choruss\Slide_chorus.wav,Slide,H.E.R. Featuring YG,99,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Slide.mp3
choruss\Walk Em Down_chorus.wav,Walk Em Down,NLE Choppa Featuring Roddy Ricch,100,2020,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Walk Em Down.mp3
choruss\Levitating_chorus.wav,Levitating,Dua Lipa,1,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Levitating.mp3
choruss\Save Your Tears_chorus.wav,Save Your Tears,The Weeknd & Ariana Grande,2,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Save Your Tears.mp3
choruss\Blinding Lights_chorus.wav,Blinding Lights,The Weeknd,3,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Blinding Lights.mp3
choruss\Mood_chorus.wav,Mood,24kGoldn Featuring iann dior,4,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Mood.mp3
choruss\Good 4 U_chorus.wav,Good 4 U,Olivia Rodrigo,5,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Good 4 U.mp3
choruss\Kiss Me More_chorus.wav,Kiss Me More,Doja Cat Featuring SZA,6,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Kiss Me More.mp3
choruss\Leave The Door Open_chorus.wav,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),7,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Leave The Door Open.mp3
choruss\Drivers License_chorus.wav,Drivers License,Olivia Rodrigo,8,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Drivers License.mp3
choruss\Montero (Call Me By Your Name)_chorus.wav,Montero (Call Me By Your Name),Lil Nas X,9,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Montero (Call Me By Your Name).mp3
,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,10,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Peaches.mp3
choruss\Butter_chorus.wav,Butter,BTS,11,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Butter.mp3
choruss\Stay_chorus.wav,Stay,The Kid LAROI & Justin Bieber,12,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Stay.mp3
choruss\Deja Vu_chorus.wav,Deja Vu,Olivia Rodrigo,13,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Deja Vu.mp3
choruss\Positions_chorus.wav,Positions,Ariana Grande,14,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Positions.mp3
choruss\Bad Habits_chorus.wav,Bad Habits,Ed Sheeran,15,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Bad Habits.mp3
choruss\Heat Waves_chorus.wav,Heat Waves,Glass Animals,16,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Heat Waves.mp3
choruss\Without You_chorus.wav,Without You,The Kid LAROI,17,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Without You.mp3
choruss\Forever After All_chorus.wav,Forever After All,Luke Combs,18,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Forever After All.mp3
choruss\Go Crazy_chorus.wav,Go Crazy,Chris Brown & Young Thug,19,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Go Crazy.mp3
choruss\Astronaut In The Ocean_chorus.wav,Astronaut In The Ocean,Masked Wolf,20,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Astronaut In The Ocean.mp3
choruss\34+35_chorus.wav,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,21,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\34+35.mp3
choruss\What You Know Bout Love_chorus.wav,What You Know Bout Love,Pop Smoke,22,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\What You Know Bout Love.mp3
choruss\My Ex's Best Friend_chorus.wav,My Ex's Best Friend,Machine Gun Kelly X blackbear,23,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\My Ex's Best Friend.mp3
choruss\Industry Baby_chorus.wav,Industry Baby,Lil Nas X & Jack Harlow,24,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Industry Baby.mp3
choruss\Therefore I Am_chorus.wav,Therefore I Am,Billie Eilish,25,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Therefore I Am.mp3
choruss\Up_chorus.wav,Up,Cardi B,26,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Up.mp3
choruss\Fancy Like_chorus.wav,Fancy Like,Walker Hayes,27,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Fancy Like.mp3
choruss\Dakiti_chorus.wav,Dakiti,Bad Bunny & Jhay Cortez,28,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Dakiti.mp3
,Best Friend,Saweetie Featuring Doja Cat,29,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Best Friend.mp3
choruss\Rapstar_chorus.wav,Rapstar,Polo G,30,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Rapstar.mp3
choruss\Heartbreak Anniversary_chorus.wav,Heartbreak Anniversary,Giveon,31,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Heartbreak Anniversary.mp3
choruss\For The Night_chorus.wav,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,32,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\For The Night.mp3
choruss\Calling My Phone_chorus.wav,Calling My Phone,Lil Tjay Featuring 6LACK,33,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Calling My Phone.mp3
choruss\Beautiful Mistakes_chorus.wav,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,34,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Beautiful Mistakes.mp3
